lyric,album_title,year,track_title,track_number,lyric_normalized,lyric_nostop,lyric_lemma
What does the free fall feel like?,Angels Fall First,1997,Know Why The Nightingale Sings?,8,what does the free fall feel like,free fall feel like,free fall feel like
Asks the boy with a spark in his eye,Angels Fall First,1997,Know Why The Nightingale Sings?,8,asks the boy with a spark in his eye,asks boy spark eye,ask boy spark eye
Know why the nightingale sings?,Angels Fall First,1997,Know Why The Nightingale Sings?,8,know why the nightingale sings,know nightingale sings,know nightingale sing
Is the answer to everything,Angels Fall First,1997,Know Why The Nightingale Sings?,8,is the answer to everything,answer,answer
Taking a step to a world unbound,Angels Fall First,1997,Know Why The Nightingale Sings?,8,taking a step to a world unbound,taking step world unbound,take step world unbound
Spinning my fantasies all around,Angels Fall First,1997,Know Why The Nightingale Sings?,8,spinning my fantasies all around,spinning fantasies,spinning fantasy
Freed from the gravital leash,Angels Fall First,1997,Know Why The Nightingale Sings?,8,freed from the gravitas leash,freed gravitas leash,freed gravitas leash
I swear the heaven's in my reach,Angels Fall First,1997,Know Why The Nightingale Sings?,8,i swear the heaven s in my reach,swear heaven s reach,swear heaven s reach
Dancing with the spirit of the air,Angels Fall First,1997,Know Why The Nightingale Sings?,8,dancing with the spirit of the air,dancing spirit air,dancing spirit air
In this ocean so open and fair,Angels Fall First,1997,Know Why The Nightingale Sings?,8,in this ocean so open and fair,ocean open fair,ocean open fair
Making love to the gods above,Angels Fall First,1997,Know Why The Nightingale Sings?,8,making love to the gods above,making love gods,make love god
On my maiden voyage so bold,Angels Fall First,1997,Know Why The Nightingale Sings?,8,on my maiden voyage so bold,maiden voyage bold,maiden voyage bold
Landing safely to the blue lagoon,Angels Fall First,1997,Know Why The Nightingale Sings?,8,landing safely to the blue lagoon,landing safely blue lagoon,land safely blue lagoon
Don't know if this is the earth or the moon,Angels Fall First,1997,Know Why The Nightingale Sings?,8,do not know if this is the earth or the moon,know earth moon,know earth moon
Joy of living is no more a mask,Angels Fall First,1997,Know Why The Nightingale Sings?,8,joy of living is no more a mask,joy living mask,joy live mask
The Eden I found will forever last,Angels Fall First,1997,Know Why The Nightingale Sings?,8,the eden i found will forever last,eden found forever,eden find forever
Migrating with the geese,Angels Fall First,1997,Know Why The Nightingale Sings?,8,migrating with the geese,migrating geese,migrate goose
My soul has finally found peace,Angels Fall First,1997,Know Why The Nightingale Sings?,8,my soul has finally found peace,soul finally found peace,soul finally find peace
Doesn't matter that man has no wings,Angels Fall First,1997,Know Why The Nightingale Sings?,8,does not matter that man has no wings,matter man wings,matter man wing
As long as I hear the nightingale sing...,Angels Fall First,1997,Know Why The Nightingale Sings?,8,as long as i hear the nightingale sing,long hear nightingale sing,long hear nightingale sing
Kautta erämaajärven,Angels Fall First,1997,Lappi (Lapland),9,kaunda eramaajarven,kaunda eramaajarven,kaunda eramaajarven
matkaa kulkuri yksinäinen,Angels Fall First,1997,Lappi (Lapland),9,makaa kulkuri yksinainen,makaa kulkuri yksinainen,makaa kulkuri yksinainen
Näkee lammella joutsenparven,Angels Fall First,1997,Lappi (Lapland),9,naked lamella joutsenparven,naked lamella joutsenparven,naked lamella joutsenparven
vapauttaan itkevän,Angels Fall First,1997,Lappi (Lapland),9,vapauttaan kevan,vapauttaan kevan,vapauttaan kevan
Kaipuu menneisyyden,Angels Fall First,1997,Lappi (Lapland),9,kaifu menneisyyden,kaifu menneisyyden,kaifu menneisyyden
kiirii ilmassa huutoina kotkien,Angels Fall First,1997,Lappi (Lapland),9,kiichi massa huutoina tolkien,kiichi massa huutoina tolkien,kiichi massa huutoina tolkien
Ikijärveltä turvatuulta,Angels Fall First,1997,Lappi (Lapland),9,ikijarvelta turvatuulta,ikijarvelta turvatuulta,ikijarvelta turvatuulta
käy matka vuorten taa,Angels Fall First,1997,Lappi (Lapland),9,kay matta shorten taa,kay matta shorten taa,kay matta shorten taa
Day posesses no key here,Angels Fall First,1997,Lappi (Lapland),9,day possesses no key here,day possesses key,day possess key
where moon sheds the cold twilight,Angels Fall First,1997,Lappi (Lapland),9,where moon sheds the cold twilight,moon sheds cold twilight,moon shed cold twilight
This moment is eternity,Angels Fall First,1997,Lappi (Lapland),9,this moment is eternity,moment eternity,moment eternity
"Land of beauty,",Angels Fall First,1997,Lappi (Lapland),9,land of beauty,land beauty,land beauty
cold and cruel,Angels Fall First,1997,Lappi (Lapland),9,cold and cruel,cold cruel,cold cruel
"Fjeld chants echoing,",Angels Fall First,1997,Lappi (Lapland),9,field chants echoing,field chants echoing,field chant echo
reflecting the melancholy...,Angels Fall First,1997,Lappi (Lapland),9,reflecting the melancholy,reflecting melancholy,reflect melancholy
Trust the wind,Angels Fall First,1997,Lappi (Lapland),9,trust the wind,trust wind,trust wind
Trust the fires,Angels Fall First,1997,Lappi (Lapland),9,trust the fires,trust fires,trust fire
Call for the hermit of the night,Angels Fall First,1997,Lappi (Lapland),9,call for the hermit of the night,hermit night,hermit night
Land of raven and bear,Angels Fall First,1997,Lappi (Lapland),9,land of raven and bear,land raven bear,land raven bear
Land of eagle and wolverine,Angels Fall First,1997,Lappi (Lapland),9,land of eagle and wolverines,land eagle wolverines,land eagle wolverines
Dismal are the mirrors of a wolf,Angels Fall First,1997,Lappi (Lapland),9,dismal are the mirrors of a wolf,dismal mirrors wolf,dismal mirror wolf
A lonely bard wandering across the lands am I,Angels Fall First,1997,Once Upon A Troubadour,10,a lonely bard wandering across the lands am i,lonely bard wandering lands,lonely bard wander land
Singing dancing finding answers to every why,Angels Fall First,1997,Once Upon A Troubadour,10,singing dancing finding answers to every why,singing dancing finding answers,singe dance find answer
"The taverns are full and one crosses my path, too",Angels Fall First,1997,Once Upon A Troubadour,10,the taverns are full and one crosses my path too,taverns crosses path,tavern cross path
I just might reward myself with a beer or two,Angels Fall First,1997,Once Upon A Troubadour,10,i just might reward myself with a beer or two,reward beer,reward beer
This inn the place of many romantic tales,Angels Fall First,1997,Once Upon A Troubadour,10,this inn the place of many romantic tales,inn place romantic tales,inn place romantic tale
On the loft women offer their sales,Angels Fall First,1997,Once Upon A Troubadour,10,on the loft women offer their sales,loft women offer sales,loft woman offer sale
But my eyes they catch a girl beat by everyone,Angels Fall First,1997,Once Upon A Troubadour,10,but my eyes they catch a girl beat by everyone,eyes catch girl beat,eye catch girl beat
A slave she is but for me a rose undone,Angels Fall First,1997,Once Upon A Troubadour,10,a slave she is but for me a rose undone,slave rose undone,slave rise undone
Hear me sing,Angels Fall First,1997,Once Upon A Troubadour,10,hear me sing,hear sing,hear sing
Watch me dance,Angels Fall First,1997,Once Upon A Troubadour,10,watch me dance,watch dance,watch dance
Play that lute of thine,Angels Fall First,1997,Once Upon A Troubadour,10,play that lute of thine,play lute thine,play lute thine
And share with me this dance,Angels Fall First,1997,Once Upon A Troubadour,10,and share with me this dance,share dance,share dance
As she danced my eyes began to shine,Angels Fall First,1997,Once Upon A Troubadour,10,as she danced my eyes began to shine,danced eyes began shine,dance eye begin shine
There she was the maiden so divine,Angels Fall First,1997,Once Upon A Troubadour,10,there she was the maiden so divine,maiden divine,maiden divine
How could I approach her with my outlook so poor,Angels Fall First,1997,Once Upon A Troubadour,10,how could i approach her with my outlook so poor,approach outlook poor,approach outlook poor
Her beauty being much more than I could endure,Angels Fall First,1997,Once Upon A Troubadour,10,her beauty being much more than i could endure,beauty endure,beauty endure
So I asked if I could sing a chanson,Angels Fall First,1997,Once Upon A Troubadour,10,so i asked if i could sing a chanson,asked sing chanson,ask sing chanson
With a language of ancient and of lore,Angels Fall First,1997,Once Upon A Troubadour,10,with a language of ancient and of lore,language ancient lore,language ancient lore
Gathered the men around us me and the girl in rags,Angels Fall First,1997,Once Upon A Troubadour,10,gathered the men around us me and the girl in rags,gathered men girl rags,gather man girl rag
Soon were the melodies heard by everyone,Angels Fall First,1997,Once Upon A Troubadour,10,soon were the melodies heard by everyone,soon melodies heard,soon melody hear
Hear us sing,Angels Fall First,1997,Once Upon A Troubadour,10,hear us sing,hear sing,hear sing
Watch us dance,Angels Fall First,1997,Once Upon A Troubadour,10,watch us dance,watch dance,watch dance
Sing with us this tale,Angels Fall First,1997,Once Upon A Troubadour,10,sing with us this tale,sing tale,sing tale
With a clap of hands,Angels Fall First,1997,Once Upon A Troubadour,10,with a clap of hands,clap hands,clap hand
The stories long-forgotten we still know,Angels Fall First,1997,Once Upon A Troubadour,10,the stories long forgotten we still know,stories long forgotten know,story long forget know
Performing our skills wherever we go,Angels Fall First,1997,Once Upon A Troubadour,10,performing our skills wherever we go,performing skills,perform skill
I end my story as I receive a kiss,Angels Fall First,1997,Once Upon A Troubadour,10,i end my story as i receive a kiss,end story receive kiss,end story receive kiss
From my girl the dearest Beatrice,Angels Fall First,1997,Once Upon A Troubadour,10,from my girl the dearest beatrice,girl dearest beatrice,girl dearest beatrice
Hear us sing,Angels Fall First,1997,Once Upon A Troubadour,10,hear us sing,hear sing,hear sing
Watch us dance,Angels Fall First,1997,Once Upon A Troubadour,10,watch us dance,watch dance,watch dance
Sing with us the tales,Angels Fall First,1997,Once Upon A Troubadour,10,sing with us the tales,sing tales,sing tale
Which the music will keep alive,Angels Fall First,1997,Once Upon A Troubadour,10,which the music will keep alive,music alive,music alive
A star falls down from the darkened sky,Angels Fall First,1997,A Return To The Sea,11,a star falls down from the darkened sky,star falls darkened sky,star fall darken sky
Where new worlds are born and die,Angels Fall First,1997,A Return To The Sea,11,where new worlds are born and die,new worlds born die,new world bear die
Kingdom Animalia watches its approaching glow,Angels Fall First,1997,A Return To The Sea,11,kingdom animals watches its approaching glow,kingdom animals watches approaching glow,kingdom animal watch approach glow
What it means is soon to be known,Angels Fall First,1997,A Return To The Sea,11,what it means is soon to be known,means soon known,mean soon know
Beneath the lovely birch,Angels Fall First,1997,A Return To The Sea,11,beneath the lovely birch,beneath lovely birch,beneath lovely birch
honeymakers build their nest in peace,Angels Fall First,1997,A Return To The Sea,11,homemakers build their nest in peace,homemakers build nest peace,homemaker build nest peace
On the savannah a lion licks a wounded gnu,Angels Fall First,1997,A Return To The Sea,11,on the savannah a lion licks a wounded gnu,savannah lion licks wounded gnu,savannah lion lick wound gnu
To honor this moment even the heavens cease,Angels Fall First,1997,A Return To The Sea,11,to honor this moment even the heavens cease,honor moment heavens cease,honor moment heaven cease
Giant spiders learn how to swim,Angels Fall First,1997,A Return To The Sea,11,giant spiders learn how to swim,giant spiders learn swim,giant spider learn swim
With whales they form a united kin,Angels Fall First,1997,A Return To The Sea,11,with whales they form a united kin,whales form united kin,whale form united kin
Snakes say hello to the rats on the ground,Angels Fall First,1997,A Return To The Sea,11,snakes say hello to the rats on the ground,snakes hello rats ground,snake hello rat ground
